deploymentID,locationID,locationName,longitude,latitude,coordinateUncertainty,start,end,setupBy,cameraID,cameraModel,cameraInterval,cameraHeight,cameraTilt,cameraHeading,timestampIssues,baitUse,session,array,featureType,habitat,tags,comments,_id
R2j-49,49,49,5.37795,51.52959,10,2021-04-28T12:03:20+0200,2021-05-18T11:10:28+0200,,,,0.0,,,,False,none,,,none,,,,1288
R2jcb-48,48,48,5.38219,51.53039,10,2021-04-28T12:43:12+0200,2021-05-18T10:52:12+0200,,,,0.0,,,,False,none,,,none,,,,1339
R2k-50,50,50,5.3791,51.52985,10,2021-04-07T11:27:22+0200,2021-04-28T12:17:28+0200,,,,0.0,,,,False,none,,,none,,,,1289
R2k-51,51,51,5.37277,51.53313,10,2021-04-28T13:35:16+0200,2021-05-18T12:28:42+0200,,,,0.0,,,,False,none,,,none,,,,1290
R2k-53,53,53,5.37498,51.53424,10,2021-04-07T14:13:08+0200,2021-04-28T14:14:14+0200,,,,0.0,,,,False,none,,,none,,,,1291
R2l-54,54,54,5.37629,51.5345,10,2021-04-28T14:27:28+0200,2021-05-18T12:45:12+0200,,,,0.0,,,,False,none,,,none,,,,1292
R2l-55,55,55,5.3804,51.53447,10,2021-04-29T16:21:20+0200,2021-05-20T15:11:22+0200,,,,0.0,,,,False,none,,,none,,,,1293
R2l-57,57,57,5.37727,51.53674,10,2021-04-08T14:17:56+0200,2021-04-29T14:47:12+0200,,,,0.0,,,,False,none,,,none,,,,1294
R2m-59,59,59,5.36577,51.53908,10,2021-04-29T14:26:38+0200,2021-05-20T14:02:34+0200,,,,0.0,,,,False,none,,,none,,,,1295
R2m-60,60,60,5.371,51.53504,10,2021-04-28T15:34:54+0200,2021-05-18T13:39:32+0200,,,,0.0,,,,False,none,,,none,,,,1296
R2m-61,61,61,5.35605,51.53758,10,2021-04-21T11:10:04+0200,2021-05-11T10:17:14+0200,,,,0.0,,,,False,none,,,none,,,,1297
R2n-62,62,62,5.3551,51.53815,10,2021-03-31T11:44:02+0200,2021-04-21T10:51:56+0200,,,,0.0,,,,False,none,,,none,,,,1298
R2n-63,63,63,5.35725,51.53893,10,2021-04-08T10:51:08+0200,2021-04-26T14:19:36+0200,,,,0.0,,,,False,none,,,none,,,,1299
R2n-64,64,64,5.35879,51.53988,10,2021-04-26T14:45:18+0200,2021-05-19T10:20:22+0200,,,,0.0,,,,False,none,,,none,,,,1300
R2o-69,69,69,5.36048,51.54623,10,2021-03-16T10:57:18+0100,2021-04-08T11:00:00+0200,,,,0.0,,,,False,none,,,none,,,,1301
R2o-70,70,70,5.364,51.54619,10,2021-04-21T12:06:56+0200,2021-05-11T11:52:52+0200,,,,0.0,,,,False,none,,,none,,,,1302
R2o-72,72,72,5.36262,51.54365,10,2021-03-31T14:43:30+0200,2021-04-21T11:35:36+0200,,,,0.0,,,,False,none,,,none,,,,1303
R2p-75,75,75,5.36734,51.54475,10,2021-04-21T12:57:06+0200,2021-05-11T11:29:14+0200,,,,0.0,,,,False,none,,,none,,,,1304
R2p-76,76,76,5.36896,51.54619,10,2021-04-21T13:27:16+0200,2021-05-11T10:55:54+0200,,,,0.0,,,,False,none,,,none,,,,1305
R2p-77,77,77,5.36992,51.54504,10,2021-03-31T15:51:24+0200,2021-04-21T12:30:12+0200,,,,0.0,,,,False,none,,,none,,,,1306
R2q-78,78,78,5.36936,51.54411,10,2021-03-31T15:30:04+0200,2021-04-21T12:43:34+0200,,,,0.0,,,,False,none,,,none,,,,1307
R2q-79,79,79,5.36557,51.54269,10,2021-04-29T13:40:44+0200,2021-05-19T11:36:18+0200,,,,0.0,,,,False,none,,,none,,,,1308
R2q-80,80,80,5.36309,51.54069,10,2021-03-16T11:22:44+0100,2021-04-08T11:41:50+0200,,,,0.0,,,,False,none,,,none,,,,1309
R2r-1,1,1,5.38097,51.54724,10,2021-05-18T14:29:22+0200,2021-06-10T12:37:44+0200,,,,0.0,,,,False,none,,,none,,,,1310
R2r-3,3,3,5.37643,51.54555,10,2021-05-12T12:30:52+0200,2021-06-07T11:29:02+0200,,,,0.0,,,,False,none,,,none,,,,1311
R2r-6,6,6,5.37814,51.53238,10,2021-05-18T11:47:12+0200,2021-06-09T14:51:52+0200,,,,0.0,,,,False,none,,,none,,,,1312
R2s-13,13,13,5.37395,51.53922,10,2021-05-20T14:57:26+0200,2021-06-09T14:02:24+0200,,,,0.0,,,,False,none,,,none,,,,1313
R2s-18,18,18,5.37557,51.53488,10,2021-05-18T13:05:58+0200,2021-06-09T14:29:20+0200,,,,0.0,,,,False,none,,,none,,,,1314
R2s-19,19,19,5.37772,51.53143,10,2021-05-18T12:04:34+0200,2021-06-09T15:03:12+0200,,,,0.0,,,,False,none,,,none,,,,1315
R2t-21,21,21,5.37306,51.54451,10,2021-05-12T12:45:10+0200,2021-05-22T01:56:06+0200,,,,0.0,,,,False,none,,,none,,,,1316
R2t-22,22,22,5.3731,51.54626,10,2021-05-12T13:14:44+0200,2021-06-07T12:42:58+0200,,,,0.0,,,,False,none,,,none,,,,1317
R2t-23,23,23,5.37446,51.54744,10,2021-05-12T13:38:56+0200,2021-06-07T12:31:10+0200,,,,0.0,,,,False,none,,,none,,,,1318
R2u-30,30,30,5.37834,51.54638,10,2021-05-12T12:11:44+0200,2021-06-07T11:01:44+0200,,,,0.0,,,,False,none,,,none,,,,1319
R2u-33,33,33,5.38962,51.53807,10,2021-05-18T15:00:10+0200,2021-06-10T12:06:44+0200,,,,0.0,,,,False,none,,,none,,,,1320
R2u-35,35,35,5.38588,51.53554,10,2021-05-18T15:40:38+0200,2021-06-10T11:42:28+0200,,,,0.0,,,,False,none,,,none,,,,1321
R2v-40,40,40,5.37398,51.54411,10,2021-05-12T12:57:40+0200,2021-06-07T11:58:48+0200,,,,0.0,,,,False,none,,,none,,,,1322
R2v-43,43,43,5.37988,51.53998,10,2021-05-20T11:38:40+0200,2021-06-10T13:01:24+0200,,,,0.0,,,,False,none,,,none,,,,1323
R2v-44,44,44,5.37873,51.5413,10,2021-05-20T11:58:52+0200,2021-06-10T13:35:36+0200,,,,0.0,,,,False,none,,,none,,,,1324
R2w-45,45,45,5.3758,51.54319,10,2021-05-20T12:26:24+0200,2021-06-10T13:53:18+0200,,,,0.0,,,,False,none,,,none,,,,1325
R2w-47,47,47,5.38338,51.53007,10,2021-05-20T15:48:40+0200,2021-06-09T15:17:12+0200,,,,0.0,,,,False,none,,,none,,,,1326
R2w-56,56,56,5.37773,51.53351,10,2021-05-18T11:42:02+0200,2021-06-09T14:48:16+0200,,,,0.0,,,,False,none,,,none,,,,1327
R2x-58,58,58,5.37178,51.54264,10,2021-05-20T14:18:00+0200,2021-06-09T13:37:04+0200,,,,0.0,,,,False,none,,,none,,,,1328
R2x-65,65,65,5.35612,51.5395,10,2021-05-11T10:35:36+0200,2021-06-07T15:13:16+0200,,,,0.0,,,,False,none,,,none,,,,1329
R2x-66,66,66,5.35233,51.54246,10,2021-05-19T10:44:06+0200,2021-06-09T11:19:34+0200,,,,0.0,,,,False,none,,,none,,,,1330
R2y-67,67,67,5.3536,51.54338,10,2021-05-19T10:58:12+0200,2021-06-09T11:03:22+0200,,,,0.0,,,,False,none,,,none,,,,1331
R2y-68,68,68,5.359,51.54762,10,2021-05-20T13:26:00+0200,2021-06-09T11:57:56+0200,,,,0.0,,,,False,none,,,none,,,,1332
R2y-71,71,71,5.36223,51.54519,10,2021-05-11T12:16:08+0200,2021-06-07T13:50:56+0200,,,,0.0,,,,False,none,,,none,,,,1333
R2z-73,73,73,5.3641,51.54396,10,2021-05-11T12:32:22+0200,2021-06-07T13:28:10+0200,,,,0.0,,,,False,none,,,none,,,,1334
R2z-74,74,74,5.36643,51.54382,10,2021-05-11T11:16:26+0200,2021-06-07T14:45:12+0200,,,,0.0,,,,False,none,,,none,,,,1335
R3-NM_05,NM_05,NM_05,19.77809,63.5597,10,2020-06-28T16:41:34+0200,2020-08-24T18:47:44+0200,,,,0.0,,,,False,none,,,none,,,,844
R3-N_32_1,N_32_1,N_32_1,19.58518,63.55411,10,2017-06-16T14:33:24+0200,2017-08-07T08:18:02+0200,,,,0.0,,,,False,none,,,none,,,,939
R3-N_32_16,N_32_16,N_32_16,19.58108,63.55246,10,2017-06-16T13:42:06+0200,2017-08-07T08:05:50+0200,,,,0.0,,,,False,none,,,none,,,,940
R3-N_32_2,N_32_2,N_32_2,19.58932,63.55402,10,2017-06-16T15:45:48+0200,2017-08-07T08:29:08+0200,,,,0.0,,,,False,none,,,none,,,,941
R3-N_33_7,N_33_7,N_33_7,19.60464,63.57504,10,2017-06-17T15:14:10+0200,2017-08-07T12:13:06+0200,,,,0.0,,,,False,none,,,none,,,,942
R3-N_33_8,N_33_8,N_33_8,19.60476,63.57325,10,2017-06-17T16:21:34+0200,2017-08-07T12:26:54+0200,,,,0.0,,,,False,none,,,none,,,,943
R3-N_33_9,N_33_9,N_33_9,19.60016,63.57162,10,2017-06-17T17:11:14+0200,2017-08-07T12:51:44+0200,,,,0.0,,,,False,none,,,none,,,,944
R3-N_39_7,N_39_7,N_39_7,19.65362,63.50175,10,2017-06-09T09:40:38+0200,2017-08-01T13:36:40+0200,,,,0.0,,,,False,none,,,none,,,,945
R3-N_39_9,N_39_9,N_39_9,19.64907,63.49837,10,2017-06-09T08:35:50+0200,2017-08-01T13:58:18+0200,,,,0.0,,,,False,none,,,none,,,,946
R3-N_40_11,N_40_11,N_40_11,19.64444,63.5253,10,2017-06-17T12:42:46+0200,2017-08-04T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,947
R3-N_40_12,N_40_12,N_40_12,19.64122,63.52516,10,2017-06-17T11:52:22+0200,2017-08-04T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,948
R3-N_40_13,N_40_13,N_40_13,19.63765,63.52735,10,2017-06-17T10:50:44+0200,2017-08-04T15:04:40+0200,,,,0.0,,,,False,none,,,none,,,,949
R3-N_46_10,N_46_10,N_46_10,19.66093,63.47075,10,2017-06-16T09:42:20+0200,2017-08-02T17:19:56+0200,,,,0.0,,,,False,none,,,none,,,,950
R3-N_46_8,N_46_8,N_46_8,19.66887,63.47238,10,2017-06-16T11:13:36+0200,2017-08-02T17:33:42+0200,,,,0.0,,,,False,none,,,none,,,,951
R3-N_46_9,N_46_9,N_46_9,19.66452,63.47067,10,2017-06-16T08:59:20+0200,2017-08-02T17:18:22+0200,,,,0.0,,,,False,none,,,none,,,,952
R3-N_47_7,N_47_7,N_47_7,19.7134,63.49976,10,2017-06-08T09:43:16+0200,2017-07-31T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,953
R3-N_47_8,N_47_8,N_47_8,19.71345,63.49801,10,2017-06-08T10:24:54+0200,2017-07-31T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,954
R3-N_47_9,N_47_9,N_47_9,19.7089,63.49615,10,2017-06-08T11:46:24+0200,2017-07-31T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,955
R3-N_48_10,N_48_10,N_48_10,19.70968,63.52316,10,2017-06-07T12:39:36+0200,2017-07-31T12:05:40+0200,,,,0.0,,,,False,none,,,none,,,,956
R3-N_48_11,N_48_11,N_48_11,19.70528,63.52338,10,2017-06-07T10:56:40+0200,2017-07-31T12:05:54+0200,,,,0.0,,,,False,none,,,none,,,,957
R3-N_48_9,N_48_9,N_48_9,19.71345,63.52293,10,2017-06-07T13:24:44+0200,2017-07-31T12:16:32+0200,,,,0.0,,,,False,none,,,none,,,,958
R3-N_49_10,N_49_10,N_49_10,19.71815,63.5767,10,2017-06-18T10:17:28+0200,2017-08-07T15:21:54+0200,,,,0.0,,,,False,none,,,none,,,,959
R3-N_49_8,N_49_8,N_49_8,19.72638,63.5784,10,2017-06-18T11:51:32+0200,2017-07-15T14:11:38+0200,,,,0.0,,,,False,none,,,none,,,,960
R3-N_49_9,N_49_9,N_49_9,19.72201,63.57665,10,2017-06-18T11:03:10+0200,2017-06-26T13:05:28+0200,,,,0.0,,,,False,none,,,none,,,,961
R3-N_55_12,N_55_12,N_55_12,19.71187,63.46928,10,2017-06-08T15:12:02+0200,2017-08-02T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,962
R3-N_55_13,N_55_13,N_55_13,19.70882,63.47092,10,2017-06-08T15:57:26+0200,2017-08-02T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,963
R3-N_55_14,N_55_14,N_55_14,19.7086,63.4727,10,2017-06-08T17:40:28+0200,2017-08-02T16:39:42+0200,,,,0.0,,,,False,none,,,none,,,,964
R3-N_56_10,N_56_10,N_56_10,19.77565,63.55712,10,2017-06-18T14:39:54+0200,2017-08-08T12:26:38+0200,,,,0.0,,,,False,none,,,none,,,,965
R3-N_56_8,N_56_8,N_56_8,19.78339,63.55849,10,2017-06-18T16:35:02+0200,2017-08-08T11:34:50+0200,,,,0.0,,,,False,none,,,none,,,,966
R3-N_56_9,N_56_9,N_56_9,19.77945,63.55672,10,2017-06-18T15:30:54+0200,2017-08-08T12:12:12+0200,,,,0.0,,,,False,none,,,none,,,,967
R3-N_62_10,N_62_10,N_62_10,19.84312,63.59982,10,2017-06-19T08:50:32+0200,2017-08-08T08:04:18+0200,,,,0.0,,,,False,none,,,none,,,,968
R3-N_62_8,N_62_8,N_62_8,19.85151,63.60111,10,2017-06-19T12:39:30+0200,2017-08-08T08:41:52+0200,,,,0.0,,,,False,none,,,none,,,,969
R3-N_62_9,N_62_9,,19.84718,63.59951,10,2017-06-19T09:51:00+0200,2017-08-08T07:54:52+0200,,,,0.0,,,,False,none,,,none,,,,970
R3-OM_02,OM_02,OM_02,17.16933,58.90621,10,2020-07-01T14:08:10+0200,2020-09-03T13:56:56+0200,,,,0.0,,,,False,none,,,none,,,,865
R3-OM_03,OM_03,OM_03,17.16711,58.97219,10,2020-07-01T12:48:16+0200,2020-09-03T10:03:22+0200,,,,0.0,,,,False,none,,,none,,,,866
R3-W14CC1B,W14CC1B,W14CC1B,20.23232,63.81308,10,2022-04-05T11:09:58+0200,2022-04-20T10:09:00+0200,,,,0.0,,,,False,visual,,,none,,,,1570
R3-W14CC1C,W14CC1C,W14CC1C,20.23298,63.81305,10,2022-04-05T10:24:26+0200,2022-04-20T10:04:10+0200,,,,0.0,,,,False,visual,,,none,,,,1571
R3-W14CC1W,W14CC1W,W14CC1W,20.23265,63.81301,10,2022-04-05T10:47:04+0200,2022-04-20T10:06:42+0200,,,,0.0,,,,False,visual,,,none,,,,1572
R3-W14CC2B,W14CC2B,W14CC2B,20.23664,63.81317,10,2022-04-05T12:29:08+0200,2022-04-20T11:25:26+0200,,,,0.0,,,,False,visual,,,none,,,,1573
R3-W14CC2C,W14CC2C,W14CC2C,20.23617,63.81324,10,2022-04-05T11:50:10+0200,2022-04-20T11:20:36+0200,,,,0.0,,,,False,visual,,,none,,,,1574
R3-W14CC2W,W14CC2W,W14CC2W,20.23703,63.81316,10,2022-04-05T13:01:28+0200,2022-04-20T11:30:02+0200,,,,0.0,,,,False,visual,,,none,,,,1575
R3-W14CC3B,W14CC3B,W14CC3B,20.24693,63.80594,10,2022-04-05T14:27:00+0200,2022-04-20T13:36:00+0200,,,,0.0,,,,False,visual,,,none,,,,1576
R3-W14CC3C,W14CC3C,W14CC3C,20.24707,63.80611,10,2022-04-05T14:39:16+0200,2022-04-20T14:14:48+0200,,,,0.0,,,,False,visual,,,none,,,,1577
R3-W14CC3W,W14CC3W,W14CC3W,20.24738,63.80628,10,2022-04-05T14:55:40+0200,2022-04-20T13:58:54+0200,,,,0.0,,,,False,visual,,,none,,,,1578
R3-W14OC1B,W14OC1B,W14OC1B,20.24089,63.80936,10,2022-04-04T10:43:38+0200,2022-04-19T09:38:08+0200,,,,0.0,,,,False,visual,,,none,,,,1561
R3-W14OC1C,W14OC1C,W14OC1C,20.24122,63.80947,10,2022-04-04T09:54:12+0200,2022-04-19T10:25:14+0200,,,,0.0,,,,False,visual,,,none,,,,1562
R3-W14OC1W,W14OC1W,W14OC1W,20.24054,63.80927,10,2022-04-04T11:19:28+0200,2022-04-19T10:03:22+0200,,,,0.0,,,,False,visual,,,none,,,,1563
R3-W14OC2B,W14OC2B,W14OC2B,20.23463,63.80802,10,2022-04-04T11:53:18+0200,2022-04-19T10:59:22+0200,,,,0.0,,,,False,visual,,,none,,,,1564
R3-W14OC2C,W14OC2C,W14OC2C,20.23387,63.80774,10,2022-04-04T12:43:08+0200,2022-04-19T11:11:40+0200,,,,0.0,,,,False,visual,,,none,,,,1565
R3-W14OC2W,W14OC2W,W14OC2W,20.23425,63.80785,10,2022-04-04T12:20:46+0200,2022-04-19T11:08:10+0200,,,,0.0,,,,False,visual,,,none,,,,1566
R3-W14OC3B,W14OC3B,W14OC3B,20.23229,63.80991,10,2022-04-04T14:21:46+0200,2022-04-19T12:34:44+0200,,,,0.0,,,,False,visual,,,none,,,,1567
R3-W14OC3C,W14OC3C,W14OC3C,20.23197,63.80979,10,2022-04-04T14:41:32+0200,2022-04-19T12:40:02+0200,,,,0.0,,,,False,visual,,,none,,,,1569
R3-W14OC3W,W14OC3W,W14OC3W,20.2326,63.81002,10,2022-04-04T13:55:12+0200,2022-04-19T12:32:54+0200,,,,0.0,,,,False,visual,,,none,,,,1568
R4-N_32_3,N_32_3,N_32_3,19.59339,63.55409,10,2017-07-08T09:44:00+0200,2017-09-20T09:08:00+0200,,,,0.0,,,,False,none,,,none,,,,971
R4-N_32_4,N_32_4,N_32_4,19.59712,63.55417,10,2017-07-08T10:20:00+0200,2017-09-20T09:06:00+0200,,,,0.0,,,,False,none,,,none,,,,972
R4-N_32_5,N_32_5,N_32_5,19.60124,63.55196,10,2017-07-08T11:06:00+0200,2017-09-19T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,973
R4-N_33_10,N_33_10,N_33_10,19.59602,63.57177,10,2017-07-08T15:16:00+0200,2017-09-19T15:09:00+0200,,,,0.0,,,,False,none,,,none,,,,974
R4-N_33_11,N_33_11,N_33_11,19.59226,63.57198,10,2017-07-08T14:42:00+0200,2017-09-20T12:45:00+0200,,,,0.0,,,,False,none,,,none,,,,975
R4-N_33_12,N_33_12,N_33_12,19.58785,63.57207,10,2017-07-08T13:44:00+0200,2017-09-20T12:51:00+0200,,,,0.0,,,,False,none,,,none,,,,976
R4-N_39_12,N_39_12,N_39_12,19.63685,63.49888,10,2017-01-08T14:01:00+0100,2017-09-19T11:29:00+0200,,,,0.0,,,,False,none,,,none,,,,977
R4-N_39_13,N_39_13,N_39_13,19.63306,63.50035,10,2017-01-08T12:57:00+0100,2017-09-19T10:47:00+0200,,,,0.0,,,,False,none,,,none,,,,978
R4-N_39_14,N_39_14,N_39_14,19.63357,63.5022,10,2017-01-08T11:51:00+0100,2017-09-19T11:36:00+0200,,,,0.0,,,,False,none,,,none,,,,979
R4-N_40_10,N_40_10,N_40_10,19.64854,63.52486,10,2017-04-08T13:15:00+0200,2017-09-19T14:00:00+0200,,,,0.0,,,,False,none,,,none,,,,982
R4-N_40_8,N_40_8,N_40_8,19.65726,63.52669,10,2017-04-08T10:52:00+0200,2017-09-19T13:05:00+0200,,,,0.0,,,,False,none,,,none,,,,980
R4-N_40_9,N_40_9,N_40_9,19.65334,63.52529,10,2017-04-08T12:15:00+0200,2017-09-19T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,981
R4-N_46_11,N_46_11,N_46_11,19.65609,63.47089,10,2017-01-08T09:58:00+0100,2017-09-15T09:50:00+0200,,,,0.0,,,,False,none,,,none,,,,983
R4-N_46_12,N_46_12,N_46_12,19.65321,63.47103,10,2017-01-08T08:20:00+0100,2017-09-14T12:00:00+0200,,,,0.0,,,,False,none,,,none,,,,984
R4-N_46_13,N_46_13,N_46_13,19.65,63.47303,10,2017-01-08T07:39:00+0100,2017-09-15T11:07:00+0200,,,,0.0,,,,False,none,,,none,,,,985
R4-N_47_10,N_47_10,N_47_10,19.70483,63.49644,10,2017-07-31T15:42:00+0200,2017-09-18T17:05:00+0200,,,,0.0,,,,False,none,,,none,,,,986
R4-N_47_11,N_47_11,N_47_11,19.70099,63.4963,10,2017-07-31T14:48:00+0200,2017-09-18T17:10:00+0200,,,,0.0,,,,False,none,,,none,,,,987
R4-N_47_12,N_47_12,N_47_12,19.69786,63.49661,10,2017-07-31T14:06:00+0200,2017-09-18T16:53:00+0200,,,,0.0,,,,False,none,,,none,,,,988
R4-N_48_12,N_48_12,N_48_12,19.70093,63.52332,10,2017-07-31T08:18:00+0200,2017-09-19T16:17:00+0200,,,,0.0,,,,False,none,,,none,,,,989
R4-N_48_13,N_48_13,N_48_13,19.69736,63.52505,10,2017-07-31T09:38:00+0200,2017-09-19T15:59:00+0200,,,,0.0,,,,False,none,,,none,,,,990
R4-N_48_14,N_48_14,N_48_14,19.69829,63.52722,10,2017-07-31T10:31:00+0200,2017-09-19T16:07:00+0200,,,,0.0,,,,False,none,,,none,,,,991
R4-N_49_5,N_49_5,N_49_5,19.72738,63.58384,10,2017-07-08T18:11:00+0200,2017-09-20T15:43:00+0200,,,,0.0,,,,False,none,,,none,,,,992
R4-N_49_6,N_49_6,N_49_6,19.72743,63.58178,10,2017-07-08T17:37:00+0200,2017-09-20T15:36:00+0200,,,,0.0,,,,False,none,,,none,,,,993
R4-N_49_7,N_49_7,N_49_7,19.72651,63.58063,10,2017-07-08T18:05:00+0200,2017-09-20T13:00:00+0200,,,,0.0,,,,False,none,,,none,,,,994
R4-N_55_1,N_55_1,N_55_1,19.71377,63.47794,10,2017-02-08T13:38:00+0100,2017-09-18T11:35:00+0200,,,,0.0,,,,False,none,,,none,,,,995
R4-N_55_15,N_55_15,N_55_15,19.70912,63.4747,10,2017-02-08T15:25:00+0100,2017-09-18T10:18:00+0200,,,,0.0,,,,False,none,,,none,,,,996
R4-N_55_16,N_55_16,N_55_16,19.70942,63.47648,10,2017-02-08T14:36:00+0100,2017-09-18T10:31:00+0200,,,,0.0,,,,False,none,,,none,,,,997
R4-N_56_13,N_56_13,N_56_13,19.76352,63.55913,10,2017-08-08T14:29:00+0200,2017-09-21T10:28:00+0200,,,,0.0,,,,False,none,,,none,,,,998
R4-N_56_14,N_56_14,N_56_14,19.76396,63.56081,10,2017-08-08T15:10:00+0200,2017-09-21T10:34:00+0200,,,,0.0,,,,False,none,,,none,,,,999
R4-N_56_15,N_56_15,N_56_15,19.76415,63.56251,10,2017-08-08T16:14:00+0200,2017-09-21T10:40:00+0200,,,,0.0,,,,False,none,,,none,,,,1000
R4-N_62_11,N_62_11,N_62_11,19.83857,63.59978,10,2017-08-08T09:27:00+0200,2017-09-21T11:17:00+0200,,,,0.0,,,,False,none,,,none,,,,1001
R4-N_62_12,N_62_12,N_62_12,19.83591,63.59996,10,2017-08-08T10:05:00+0200,2017-09-21T11:17:00+0200,,,,0.0,,,,False,none,,,none,,,,1002
R4-N_62_13,N_62_13,N_62_13,19.83144,63.60171,10,2017-08-08T10:50:00+0200,2017-09-21T12:35:00+0200,,,,0.0,,,,False,none,,,none,,,,1003
R4-W16CC1B,W16CC1B,W16CC1B,20.23306,63.81341,10,2022-04-20T10:34:20+0200,2022-05-03T09:26:18+0200,,,,0.0,,,,False,visual,,,none,,,,1626
R4-W16CC1C,W16CC1C,W16CC1C,20.23268,63.81346,10,2022-04-20T10:46:02+0200,2022-05-03T09:28:28+0200,,,,0.0,,,,False,visual,,,none,,,,1629
R4-W16CC1W,W16CC1W,W16CC1W,20.23225,63.81339,10,2022-04-20T11:06:48+0200,2022-05-03T09:30:42+0200,,,,0.0,,,,False,visual,,,none,,,,1627
R4-W16CC2B,W16CC2B,W16CC2B,20.23847,63.81331,10,2022-04-20T12:53:08+0200,2022-05-03T10:23:18+0200,,,,0.0,,,,False,visual,,,none,,,,1625
R4-W16CC2C,W16CC2C,W16CC2C,20.23814,63.81339,10,2022-04-20T12:18:16+0200,2022-05-03T10:21:46+0200,,,,0.0,,,,False,visual,,,none,,,,1622
R4-W16CC2W,W16CC2W,W16CC2W,20.23755,63.81344,10,2022-04-20T12:04:50+0200,2022-05-03T10:20:06+0200,,,,0.0,,,,False,visual,,,none,,,,1624
R4-W16CC3B,W16CC3B,W16CC3B,20.24718,63.80653,10,2022-04-20T13:56:52+0200,2022-05-03T11:47:04+0200,,,,0.0,,,,False,visual,,,none,,,,1628
R4-W16CC3C,W16CC3C,W16CC3C,20.24768,63.80666,10,2022-04-20T14:28:40+0200,2022-05-03T11:57:52+0200,,,,0.0,,,,False,visual,,,none,,,,1630
R4-W16CC3W,W16CC3W,W16CC3W,20.24684,63.80639,10,2022-04-20T14:10:20+0200,2022-05-03T11:35:26+0200,,,,0.0,,,,False,visual,,,none,,,,1623
R4-W16OC1B,W16OC1B,W16OC1B,20.24011,63.80908,10,2022-04-19T09:59:06+0200,2022-05-02T09:14:06+0200,,,,0.0,,,,False,visual,,,none,,,,1617
R4-W16OC1C,W16OC1C,W16OC1C,20.23947,63.80886,10,2022-04-19T10:43:44+0200,2022-05-02T09:34:22+0200,,,,0.0,,,,False,visual,,,none,,,,1614
R4-W16OC1W,W16OC1W,W16OC1W,20.23977,63.80899,10,2022-04-19T10:47:50+0200,2022-05-02T09:45:48+0200,,,,0.0,,,,False,visual,,,none,,,,1621
R4-W16OC2B,W16OC2B,W16OC2B,20.23372,63.80805,10,2022-04-19T11:59:48+0200,2022-05-02T10:19:30+0200,,,,0.0,,,,False,visual,,,none,,,,1616
R4-W16OC2C,W16OC2C,W16OC2C,20.23403,63.80816,10,2022-04-19T11:45:48+0200,2022-05-02T10:35:26+0200,,,,0.0,,,,False,visual,,,none,,,,1619
R4-W16OC2W,W16OC2W,W16OC2W,20.23433,63.80827,10,2022-04-19T11:27:46+0200,2022-05-02T10:00:12+0200,,,,0.0,,,,False,visual,,,none,,,,1618
R4-W16OC3B,W16OC3B,W16OC3B,20.23232,63.81025,10,2022-04-19T12:57:12+0200,2022-05-02T11:24:38+0200,,,,0.0,,,,False,visual,,,none,,,,1620
R4-W16OC3C,W16OC3C,W16OC3C,20.23202,63.81015,10,2022-04-19T13:09:48+0200,2022-05-02T10:54:32+0200,,,,0.0,,,,False,visual,,,none,,,,1615
R4-W16OC3W,W16OC3W,W16OC3W,20.23168,63.81007,10,2022-04-19T13:25:56+0200,2022-05-02T11:11:52+0200,,,,0.0,,,,False,visual,,,none,,,,1613
R5-N_32_6,N_32_6,N_32_6,19.60084,63.54987,10,2017-09-20T11:25:22+0200,2017-11-16T12:17:08+0100,,,,0.0,,,,False,none,,,none,,,,1004
R5-N_32_7,N_32_7,N_32_7,19.60055,63.54837,10,2017-09-20T12:00:24+0200,2017-11-16T12:24:26+0100,,,,0.0,,,,False,none,,,none,,,,1005
R5-N_32_NO,N_32_NO,N_32_NO,19.60155,63.55368,10,2017-09-20T10:44:22+0200,2017-11-16T12:19:52+0100,,,,0.0,,,,False,none,,,none,,,,1006
R5-N_33_13,N_33_13,N_33_13,19.58444,63.57398,10,2017-09-20T14:14:24+0200,2017-11-16T15:58:54+0100,,,,0.0,,,,False,none,,,none,,,,1007
R5-N_33_14,N_33_14,N_33_14,19.58488,63.57583,10,2017-09-20T14:45:54+0200,2017-11-16T15:52:28+0100,,,,0.0,,,,False,none,,,none,,,,1008
R5-N_33_SW,N_33_SW,N_33_SW,19.58412,63.5721,10,2017-09-20T13:26:22+0200,2017-11-16T16:04:32+0100,,,,0.0,,,,False,none,,,none,,,,1009
R5-N_39_NO,N_39_NO,N_39_NO,19.65326,63.50686,10,2017-09-19T11:29:30+0200,2017-12-14T09:56:52+0100,,,,0.0,,,,False,none,,,none,,,,1010
R5-N_39_SO,N_39_SO,N_39_SO,19.65288,63.49785,10,2017-09-19T10:40:24+0200,2017-12-14T09:58:22+0100,,,,0.0,,,,False,none,,,none,,,,1011
